fdcId,foodDescription,inputFoodIndex,inputFood.id,inputFood.foodDescription,inputFood.inputFood.foodClass,inputFood.inputFood.description,inputFood.inputFood.dataType,inputFood.inputFood.foodCategory.id,inputFood.inputFood.foodCategory.code,inputFood.inputFood.foodCategory.description,inputFood.inputFood.fdcId,inputFood.inputFood.publicationDate
321360,"Tomatoes, grape, raw",6,10464,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320418,4/1/2019
321360,"Tomatoes, grape, raw",7,10479,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320507,4/1/2019
321360,"Tomatoes, grape, raw",8,10471,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320460,4/1/2019
321360,"Tomatoes, grape, raw",9,10465,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320423,4/1/2019
321360,"Tomatoes, grape, raw",10,10463,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320413,4/1/2019
321360,"Tomatoes, grape, raw",11,10474,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320485,4/1/2019
321360,"Tomatoes, grape, raw",12,10470,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320451,4/1/2019
321360,"Tomatoes, grape, raw",13,10476,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320494,4/1/2019
321360,"Tomatoes, grape, raw",14,10478,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320499,4/1/2019
321360,"Tomatoes, grape, raw",15,10469,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320443,4/1/2019
321360,"Tomatoes, grape, raw",16,10466,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320428,4/1/2019
321360,"Tomatoes, grape, raw",17,10467,"TOMATOES, GRAPE",Composite,"TOMATOES, GRAPE",Sample,11,1100,Vegetables and Vegetable Products,320433,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",0,10515,"BEANS, SNAP, CANNED, DRAINED, GREAT VALUE",Composite,"BEANS, SNAP, CANNED, DRAINED, GREAT VALUE",Sample,11,1100,Vegetables and Vegetable Products,321591,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",1,10506,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Composite,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Sample,11,1100,Vegetables and Vegetable Products,321512,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",2,10508,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Composite,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Sample,11,1100,Vegetables and Vegetable Products,321528,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",3,10512,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Composite,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Sample,11,1100,Vegetables and Vegetable Products,321566,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",4,10511,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Composite,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Sample,11,1100,Vegetables and Vegetable Products,321557,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",5,10509,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Composite,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Sample,11,1100,Vegetables and Vegetable Products,321538,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",6,10505,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Composite,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Sample,11,1100,Vegetables and Vegetable Products,321506,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",7,10513,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Composite,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Sample,11,1100,Vegetables and Vegetable Products,321573,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",8,10514,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Composite,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Sample,11,1100,Vegetables and Vegetable Products,321582,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",9,10516,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Composite,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",Sample,11,1100,Vegetables and Vegetable Products,321601,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",10,10510,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Composite,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Sample,11,1100,Vegetables and Vegetable Products,321547,4/1/2019
321611,"Beans, snap, green, canned, regular pack, drained solids",11,10507,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Composite,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",Sample,11,1100,Vegetables and Vegetable Products,321521,4/1/2019
323121,"Frankfurter, beef, unheated",0,10612,"HOT DOGS, BEEF, HEBREW NATIONAL",Composite,"HOT DOGS, BEEF, HEBREW NATIONAL",Sample,7,0700,Sausages and Luncheon Meats,323044,4/1/2019
323121,"Frankfurter, beef, unheated",1,10610,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Composite,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Sample,7,0700,Sausages and Luncheon Meats,323010,4/1/2019
323121,"Frankfurter, beef, unheated",2,10614,"HOT DOGS, BEEF, HEBREW NATIONAL",Composite,"HOT DOGS, BEEF, HEBREW NATIONAL",Sample,7,0700,Sausages and Luncheon Meats,323069,4/1/2019
323121,"Frankfurter, beef, unheated",3,10615,"HOT DOGS, BEEF, HEBREW NATIONAL",Composite,"HOT DOGS, BEEF, HEBREW NATIONAL",Sample,7,0700,Sausages and Luncheon Meats,323085,4/1/2019
323121,"Frankfurter, beef, unheated",4,10613,"HOT DOGS, BEEF, HEBREW NATIONAL",Composite,"HOT DOGS, BEEF, HEBREW NATIONAL",Sample,7,0700,Sausages and Luncheon Meats,323054,4/1/2019
323121,"Frankfurter, beef, unheated",5,10611,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Composite,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Sample,7,0700,Sausages and Luncheon Meats,323027,4/1/2019
323121,"Frankfurter, beef, unheated",6,10604,"HOT DOGS, BEEF, BALL PARK ANGUS",Composite,"HOT DOGS, BEEF, BALL PARK ANGUS",Sample,7,0700,Sausages and Luncheon Meats,322920,4/1/2019
323121,"Frankfurter, beef, unheated",7,10602,"HOT DOGS, BEEF, BALL PARK ANGUS",Composite,"HOT DOGS, BEEF, BALL PARK ANGUS",Sample,7,0700,Sausages and Luncheon Meats,322899,4/1/2019
323121,"Frankfurter, beef, unheated",8,10609,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Composite,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Sample,7,0700,Sausages and Luncheon Meats,322992,4/1/2019
323121,"Frankfurter, beef, unheated",9,10605,"HOT DOGS, BEEF, BALL PARK ANGUS",Composite,"HOT DOGS, BEEF, BALL PARK ANGUS",Sample,7,0700,Sausages and Luncheon Meats,322937,4/1/2019
323121,"Frankfurter, beef, unheated",10,10616,"HOT DOGS, BEEF, HEBREW NATIONAL",Composite,"HOT DOGS, BEEF, HEBREW NATIONAL",Sample,7,0700,Sausages and Luncheon Meats,323095,4/1/2019
323121,"Frankfurter, beef, unheated",11,10617,"HOT DOGS, BEEF, HEBREW NATIONAL",Composite,"HOT DOGS, BEEF, HEBREW NATIONAL",Sample,7,0700,Sausages and Luncheon Meats,323105,4/1/2019
323121,"Frankfurter, beef, unheated",12,10603,"HOT DOGS, BEEF, BALL PARK ANGUS",Composite,"HOT DOGS, BEEF, BALL PARK ANGUS",Sample,7,0700,Sausages and Luncheon Meats,322910,4/1/2019
323121,"Frankfurter, beef, unheated",13,10608,"HOT DOGS, BEEF, BALL PARK ANGUS",Composite,"HOT DOGS, BEEF, BALL PARK ANGUS",Sample,7,0700,Sausages and Luncheon Meats,322972,4/1/2019
323121,"Frankfurter, beef, unheated",14,10601,"HOT DOGS, BEEF, BALL PARK ANGUS",Composite,"HOT DOGS, BEEF, BALL PARK ANGUS",Sample,7,0700,Sausages and Luncheon Meats,322893,4/1/2019
323121,"Frankfurter, beef, unheated",15,10607,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Composite,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Sample,7,0700,Sausages and Luncheon Meats,322965,4/1/2019
323121,"Frankfurter, beef, unheated",16,10606,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Composite,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",Sample,7,0700,Sausages and Luncheon Meats,322955,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",0,10625,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND",Composite,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND",Sample,12,1200,Nut and Seed Products,323205,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",1,10629,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST",Composite,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST",Sample,12,1200,Nut and Seed Products,323265,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",2,10628,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND",Composite,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND",Sample,12,1200,Nut and Seed Products,323250,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",3,10623,"ALMONDS, DRY ROASTED, SALTED, EMERALD",Composite,"ALMONDS, DRY ROASTED, SALTED, EMERALD",Sample,12,1200,Nut and Seed Products,323178,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",4,10620,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Composite,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Sample,12,1200,Nut and Seed Products,323137,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",5,10622,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Composite,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Sample,12,1200,Nut and Seed Products,323161,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",6,10619,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Composite,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Sample,12,1200,Nut and Seed Products,323129,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",7,10630,"ALMONDS, DRY ROASTED, SALTED, GREAT VALUE",Composite,"ALMONDS, DRY ROASTED, SALTED, GREAT VALUE",Sample,12,1200,Nut and Seed Products,323280,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",8,10618,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Composite,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Sample,12,1200,Nut and Seed Products,323122,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",9,10624,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Composite,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Sample,12,1200,Nut and Seed Products,323189,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",10,10626,"ALMONDS, DRY ROASTED, SALTED, EMERALD",Composite,"ALMONDS, DRY ROASTED, SALTED, EMERALD",Sample,12,1200,Nut and Seed Products,323212,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",11,10621,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Composite,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",Sample,12,1200,Nut and Seed Products,323146,4/1/2019
323294,"Nuts, almonds, dry roasted, with salt added",12,10627,"ALMONDS, DRY ROASTED, SALTED, EMERALD",Composite,"ALMONDS, DRY ROASTED, SALTED, EMERALD",Sample,12,1200,Nut and Seed Products,323230,4/1/2019
323505,"Kale, raw",0,10646,"KALE, FRESH, UNPREPARED",Composite,"KALE, FRESH, UNPREPARED",Sample,11,1100,Vegetables and Vegetable Products,323490,4/1/2019
323505,"Kale, raw",1,10643,"KALE, FRESH, UNPREPARED",Composite,"KALE, FRESH, UNPREPARED",Sample,11,1100,Vegetables and Vegetable Products,323451,4/1/2019
323505,"Kale, raw",2,10645,"KALE, FRESH, UNPREPARED",Composite,"KALE, FRESH, UNPREPARED",Sample,11,1100,Vegetables and Vegetable Products,323473,4/1/2019
323505,"Kale, raw",3,10642,"KALE, FRESH, UNPREPARED",Composite,"KALE, FRESH, UNPREPARED",Sample,11,1100,Vegetables and Vegetable Products,323445,4/1/2019
323505,"Kale, raw",4,10644,"KALE, FRESH, UNPREPARED",Composite,"KALE, FRESH, UNPREPARED",Sample,11,1100,Vegetables and Vegetable Products,323458,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",0,10657,"EGG, LIQUID WHOLE, Producer F, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer F, LOT 3",Sample,1,0100,Dairy and Egg Products,323576,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",1,10659,"EGG, LIQUID WHOLE, Producer B, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323590,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",2,10655,"EGG, LIQUID WHOLE, Producer F, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer F, LOT 3",Sample,1,0100,Dairy and Egg Products,323562,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",3,10651,"EGG, LIQUID WHOLE, Producer C, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323534,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",4,10654,"EGG, LIQUID WHOLE, Producer A, LOT 2",Composite,"EGG, LIQUID WHOLE, Producer A, LOT 2",Sample,1,0100,Dairy and Egg Products,323555,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",5,10652,"EGG, LIQUID WHOLE, Producer D, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323541,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",6,10660,"EGG, LIQUID WHOLE, Producer B, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323597,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",7,10656,"EGG, LIQUID WHOLE, Producer B, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323569,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",8,10658,"EGG, LIQUID WHOLE, Producer F, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer F, LOT 3",Sample,1,0100,Dairy and Egg Products,323583,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",9,10647,"EGG, LIQUID WHOLE, Producer C, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323506,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",10,10650,"EGG, LIQUID WHOLE, Producer C, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323527,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",11,10649,"EGG, LIQUID WHOLE, Producer D, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323520,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",12,10653,"EGG, LIQUID WHOLE, Producer A, LOT 2",Composite,"EGG, LIQUID WHOLE, Producer A, LOT 2",Sample,1,0100,Dairy and Egg Products,323548,4/1/2019
323604,"Egg, whole, raw, frozen, pasteurized",13,10648,"EGG, LIQUID WHOLE, Producer D, LOT 3",Composite,"EGG, LIQUID WHOLE, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323513,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",0,10663,"EGG, LIQUID WHITE, Producer D, LOT 3",Composite,"EGG, LIQUID WHITE, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323616,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",1,10665,"EGG, LIQUID WHITE, Producer E, LOT 1",Composite,"EGG, LIQUID WHITE, Producer E, LOT 1",Sample,1,0100,Dairy and Egg Products,323627,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",2,10661,"EGG, LIQUID WHITE, Producer D, LOT 3",Composite,"EGG, LIQUID WHITE, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323605,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",3,10667,"EGG, LIQUID WHITE, Producer C, LOT 3",Composite,"EGG, LIQUID WHITE, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323641,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",4,10673,"EGG, LIQUID WHITE, Producer B, LOT 3",Composite,"EGG, LIQUID WHITE, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323674,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",5,10668,"EGG, LIQUID WHITE, Producer A, LOT 3",Composite,"EGG, LIQUID WHITE, Producer A, LOT 3",Sample,1,0100,Dairy and Egg Products,323646,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",6,10671,"EGG, LIQUID WHITE, Producer F, LOT 3",Composite,"EGG, LIQUID WHITE, Producer F, LOT 3",Sample,1,0100,Dairy and Egg Products,323663,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",7,10676,"EGG, LIQUID WHITE, Producer B, LOT 3",Composite,"EGG, LIQUID WHITE, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323692,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",8,10664,"EGG, LIQUID WHITE, Producer C, LOT 3",Composite,"EGG, LIQUID WHITE, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323622,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",9,10674,"EGG, LIQUID WHITE, Producer F, LOT 3",Composite,"EGG, LIQUID WHITE, Producer F, LOT 3",Sample,1,0100,Dairy and Egg Products,323679,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",10,10666,"EGG, LIQUID WHITE, Producer C, LOT 3",Composite,"EGG, LIQUID WHITE, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323634,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",11,10675,"EGG, LIQUID WHITE, Producer B, LOT 3",Composite,"EGG, LIQUID WHITE, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323685,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",12,10670,"EGG, LIQUID WHITE, Producer A, LOT 3",Composite,"EGG, LIQUID WHITE, Producer A, LOT 3",Sample,1,0100,Dairy and Egg Products,323657,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",13,10662,"EGG, LIQUID WHITE, Producer D, LOT 3",Composite,"EGG, LIQUID WHITE, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323610,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",14,10672,"EGG, LIQUID WHITE, Producer F, LOT 3",Composite,"EGG, LIQUID WHITE, Producer F, LOT 3",Sample,1,0100,Dairy and Egg Products,323669,4/1/2019
323697,"Egg, white, raw, frozen, pasteurized",15,10669,"EGG, LIQUID WHITE, Producer A, LOT 3",Composite,"EGG, LIQUID WHITE, Producer A, LOT 3",Sample,1,0100,Dairy and Egg Products,323651,4/1/2019
323793,"Egg, white, dried",0,10679,"EGG, DRIED WHITE STABILIZED, Producer E, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer E, LOT 3",Sample,1,0100,Dairy and Egg Products,323711,4/1/2019
323793,"Egg, white, dried",1,10684,"EGG, DRIED WHITE STABILIZED, Producer D, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323742,4/1/2019
323793,"Egg, white, dried",2,10680,"EGG, DRIED WHITE STABILIZED, Producer E, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer E, LOT 3",Sample,1,0100,Dairy and Egg Products,323718,4/1/2019
323793,"Egg, white, dried",3,10683,"EGG, DRIED WHITE STABILIZED, Producer D, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323736,4/1/2019
323793,"Egg, white, dried",4,10682,"EGG, DRIED WHITE STABILIZED, Producer C, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323730,4/1/2019
323793,"Egg, white, dried",5,10681,"EGG, DRIED WHITE STABILIZED, Producer C, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323724,4/1/2019
323793,"Egg, white, dried",6,10685,"EGG, DRIED WHITE STABILIZED, Producer B, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323748,4/1/2019
323793,"Egg, white, dried",7,10689,"EGG, DRIED WHITE STABILIZED, Producer A, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer A, LOT 3",Sample,1,0100,Dairy and Egg Products,323774,4/1/2019
323793,"Egg, white, dried",8,10691,"EGG, DRIED WHITE STABILIZED, Producer A, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer A, LOT 3",Sample,1,0100,Dairy and Egg Products,323787,4/1/2019
323793,"Egg, white, dried",9,10686,"EGG, DRIED WHITE STABILIZED, Producer B, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323754,4/1/2019
323793,"Egg, white, dried",10,10687,"EGG, DRIED WHITE STABILIZED, Producer D, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer D, LOT 3",Sample,1,0100,Dairy and Egg Products,323760,4/1/2019
323793,"Egg, white, dried",11,10690,"EGG, DRIED WHITE STABILIZED, Producer A, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer A, LOT 3",Sample,1,0100,Dairy and Egg Products,323780,4/1/2019
323793,"Egg, white, dried",12,10678,"EGG, DRIED WHITE STABILIZED, Producer E, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer E, LOT 3",Sample,1,0100,Dairy and Egg Products,323705,4/1/2019
323793,"Egg, white, dried",13,10688,"EGG, DRIED WHITE STABILIZED, Producer B, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer B, LOT 3",Sample,1,0100,Dairy and Egg Products,323767,4/1/2019
323793,"Egg, white, dried",14,10677,"EGG, DRIED WHITE STABILIZED, Producer C, LOT 3",Composite,"EGG, DRIED WHITE STABILIZED, Producer C, LOT 3",Sample,1,0100,Dairy and Egg Products,323698,4/1/2019
324317,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",0,10723,"Onion rings, frozen, oven-heated, Store brand/other (AL,MI) - CY1205E",Composite,"Onion rings, frozen, oven-heated, Store brand/other (AL,MI) - CY1205E",Sample,11,1100,Vegetables and Vegetable Products,324165,4/1/2019
324317,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",1,10732,"Onion rings, frozen, oven-heated, ALEXIA (AL,OK) - CY12059",Composite,"Onion rings, frozen, oven-heated, ALEXIA (AL,OK) - CY12059",Sample,11,1100,Vegetables and Vegetable Products,324297,4/1/2019
